,Q22,tweet,value
1699,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,4.0
1700,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,3.0
1701,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,2.0
1702,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,3.0
1703,Female, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,3.0
1704,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,3.0
1705,Female, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,2.0
1706,Male, Myles you been saying this stop misleading the people tell them the truth IV been saying sell since .31 after 30 days up it always drops but you mislead people money must be good to mislead them.,3.0
1707,Male,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",3.0
1708,Female,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",2.0
1709,Female,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",3.0
1710,Male,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",5.0
1711,Male,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",3.0
1712,Male,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",3.0
1713,Male,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",4.0
1714,Female,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",4.0
1715,Female,"U.S. Government Accountability Office identifies trade, real estate and cryptocurrency as transnational moneylaundering conduits, Hong Kong fines futurestrading firm for AML lapses, and more, in the weekly roundup. .",5.0
1716,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",4.0
1717,Female,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",4.0
1718,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",5.0
1719,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",3.0
1720,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",4.0
1721,Female,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",5.0
1722,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",2.0
1723,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",4.0
1724,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",4.0
1725,Male,"Once the ruse was exposed, a criminal court ruled that the lease extension deal had to be canceled because it was put together illegally, and the KKL set about trying to get its money back from the church... Incomprehensible....",2.0
1726,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",2.0
1727,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",4.0
1728,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",5.0
1729,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",4.0
1730,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",2.0
1731,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",4.0
1732,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",3.0
1733,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",5.0
1734,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",3.0
1735,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",4.0
1736,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",1.0
1737,Female,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",3.0
1738,Male,"Bank of America, Merrill Lynch, and US Trust customers, you can get FREE museum admissions  plus zoos and more Learn more   free .",4.0
1739,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",1.0
1740,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",4.0
1741,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1742,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",3.0
1743,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1744,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",1.0
1745,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1746,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",3.0
1747,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1748,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",1.0
1749,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",4.0
1750,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",3.0
1751,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",3.0
1752,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",3.0
1753,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",4.0
1754,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",4.0
1755,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",4.0
1756,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1757,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1758,Female," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",5.0
1759,Male," i have no idea about any of those things, just the wild fuckin stories my housemate told me and the trauma it did them  plus weird shit like their parents weeping as they washed a poor person's feet in south America  worshipping fetishizing suffering as holy.",2.0
1760,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,5.0
1761,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,4.0
1762,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,4.0
1763,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,2.0
1764,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,3.0
1765,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,3.0
1766,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,4.0
1767,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,2.0
1768,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,2.0
1769,Female,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,3.0
1770,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,3.0
1771,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,3.0
1772,Male,too that could possibly financially support me along with writing. Cybersecurity and ethical hacking which I got to explore because of my diploma  and project  this year were nowhere in the picture then. It took a while but I found my way 4.,4.0
1773,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",3.0
1774,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",1.0
1775,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",1.0
1776,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",2.0
1777,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",3.0
1778,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",1.0
1779,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",3.0
1780,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",4.0
1781,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",5.0
1782,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",4.0
1783,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",2.0
1784,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",1.0
1785,Female,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",4.0
1786,Male,"Corporate media systems have been a nightmare for many, many, many decades. Local newspapers are under pressure as they are bought up by venture capitalists, etc. The irony here NYT is a key player when it comes to media support for fossil capitalism. .",1.0
1787,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",1.0
1788,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",2.0
1789,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",1.0
1790,Female,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",4.0
1791,Female,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",2.0
1792,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",5.0
1793,Female,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",3.0
1794,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",3.0
1795,Male,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",3.0
1796,Female,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",3.0
1797,Female,"I would like to thank my friend for always be there when I need help, my family when I need some support, and lastly to a dragon named Kiryu Coco who reminded me of my dream. I will do my best in 2022..",3.0
1798,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1799,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1800,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1801,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,2.0
1802,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1803,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1804,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,4.0
1805,Female, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,4.0
1806,Female, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,2.0
1807,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1808,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,4.0
1809,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,2.0
1810,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1811,Male, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,4.0
1812,Female, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1813,Female, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,3.0
1814,Female, She looks like the kind of woman who would unplug your life support machine to charge her I phone..,4.0
1815,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,1.0
1816,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,1.0
1817,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,2.0
1818,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,4.0
1819,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,4.0
1820,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,2.0
1821,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,1.0
1822,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,1.0
1823,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,3.0
1824,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,4.0
1825,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,3.0
1826,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,3.0
1827,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,2.0
1828,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,3.0
1829,Female,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,4.0
1830,Male,Oh fucking fabulous. The fireworks war between our neighbours and some others down the valley has begun. I hate holidays..,2.0
1831,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",5.0
1832,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1833,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",3.0
1834,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",5.0
1835,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1836,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",4.0
1837,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",3.0
1838,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1839,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1840,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1841,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",4.0
1842,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",3.0
1843,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",2.0
1844,Male,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",5.0
1845,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",4.0
1846,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",5.0
1847,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",4.0
1848,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",1.0
1849,Female,"Former minister Filsan Abdi  exposed Ethiopian and Eritrean soldiers raping women in the TigrayGenocide,  her colleagues in the ministry referred to her as a 'protector of Tigrayans' showcasing their ethnicbased hate. KnowMore .",4.0
1850,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",2.0
1851,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",4.0
1852,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",1.0
1853,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1854,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",5.0
1855,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1856,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",4.0
1857,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",5.0
1858,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1859,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",4.0
1860,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",5.0
1861,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",5.0
1862,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",2.0
1863,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",2.0
1864,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",4.0
1865,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1866,Male,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",2.0
1867,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1868,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",3.0
1869,Female,"So those ideas of a civil war, should it happen... know that you will be the first that I personally hang, because it will not be me that placed the noose around your neck. It will be your audience screeching for your head. They will want your blood and I will give it to them..",5.0
1870,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,2.0
1871,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,5.0
1872,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,4.0
1873,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
1874,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,4.0
1875,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
1876,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
